[2026-03-19T09:33:17.058+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-03-19T09:33:17.113+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-03-19T09:27:00+00:00 [queued]>
[2026-03-19T09:33:17.127+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-03-19T09:27:00+00:00 [queued]>
[2026-03-19T09:33:17.129+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-03-19T09:33:20.210+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896414.json to Snowflake stage
[2026-03-19T09:33:20.369+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896425.json to Snowflake stage
[2026-03-19T09:33:20.584+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896436.json to Snowflake stage
[2026-03-19T09:33:20.725+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896446.json to Snowflake stage
[2026-03-19T09:33:20.922+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896457.json to Snowflake stage
[2026-03-19T09:33:21.045+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896467.json to Snowflake stage
[2026-03-19T09:33:21.229+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896477.json to Snowflake stage
[2026-03-19T09:33:21.396+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896487.json to Snowflake stage
[2026-03-19T09:33:21.580+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896498.json to Snowflake stage
[2026-03-19T09:33:21.786+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896508.json to Snowflake stage
[2026-03-19T09:33:21.939+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896518.json to Snowflake stage
[2026-03-19T09:33:22.071+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896528.json to Snowflake stage
[2026-03-19T09:33:22.230+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896538.json to Snowflake stage
[2026-03-19T09:33:22.378+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896548.json to Snowflake stage
[2026-03-19T09:33:22.520+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896558.json to Snowflake stage
[2026-03-19T09:33:22.660+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896568.json to Snowflake stage
[2026-03-19T09:33:22.782+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896578.json to Snowflake stage
[2026-03-19T09:33:22.914+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896588.json to Snowflake stage
[2026-03-19T09:33:23.060+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896598.json to Snowflake stage
[2026-03-19T09:33:23.657+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896608.json to Snowflake stage
[2026-03-19T09:33:23.789+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896618.json to Snowflake stage
[2026-03-19T09:33:23.944+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896629.json to Snowflake stage
[2026-03-19T09:33:24.080+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896639.json to Snowflake stage
[2026-03-19T09:33:24.278+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896649.json to Snowflake stage
[2026-03-19T09:33:24.433+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896660.json to Snowflake stage
[2026-03-19T09:33:24.608+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896670.json to Snowflake stage
[2026-03-19T09:33:24.729+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896681.json to Snowflake stage
[2026-03-19T09:33:24.904+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896691.json to Snowflake stage
[2026-03-19T09:33:25.053+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896701.json to Snowflake stage
[2026-03-19T09:33:25.260+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896711.json to Snowflake stage
[2026-03-19T09:33:25.441+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896721.json to Snowflake stage
[2026-03-19T09:33:25.564+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896732.json to Snowflake stage
[2026-03-19T09:33:25.720+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896742.json to Snowflake stage
[2026-03-19T09:33:25.888+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896752.json to Snowflake stage
[2026-03-19T09:33:26.045+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896762.json to Snowflake stage
[2026-03-19T09:33:26.198+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896772.json to Snowflake stage
[2026-03-19T09:33:26.395+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896782.json to Snowflake stage
[2026-03-19T09:33:26.545+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896792.json to Snowflake stage
[2026-03-19T09:33:26.752+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896802.json to Snowflake stage
[2026-03-19T09:33:26.901+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896812.json to Snowflake stage
[2026-03-19T09:33:27.028+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896822.json to Snowflake stage
[2026-03-19T09:33:27.174+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896832.json to Snowflake stage
[2026-03-19T09:33:27.347+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896842.json to Snowflake stage
[2026-03-19T09:33:27.585+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896852.json to Snowflake stage
[2026-03-19T09:33:27.724+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896862.json to Snowflake stage
[2026-03-19T09:33:27.870+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896872.json to Snowflake stage
[2026-03-19T09:33:28.367+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896882.json to Snowflake stage
[2026-03-19T09:33:28.538+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896892.json to Snowflake stage
[2026-03-19T09:33:28.661+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896902.json to Snowflake stage
[2026-03-19T09:33:28.776+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896912.json to Snowflake stage
[2026-03-19T09:33:28.929+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896923.json to Snowflake stage
[2026-03-19T09:33:29.091+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896933.json to Snowflake stage
[2026-03-19T09:33:29.252+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896943.json to Snowflake stage
[2026-03-19T09:33:29.416+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896953.json to Snowflake stage
[2026-03-19T09:33:29.569+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896963.json to Snowflake stage
[2026-03-19T09:33:29.731+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896973.json to Snowflake stage
[2026-03-19T09:33:29.970+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896983.json to Snowflake stage
[2026-03-19T09:33:30.091+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773896993.json to Snowflake stage
[2026-03-19T09:33:30.330+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897003.json to Snowflake stage
[2026-03-19T09:33:30.445+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897013.json to Snowflake stage
[2026-03-19T09:33:30.577+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897023.json to Snowflake stage
[2026-03-19T09:33:30.772+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897033.json to Snowflake stage
[2026-03-19T09:33:30.966+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897043.json to Snowflake stage
[2026-03-19T09:33:31.129+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897054.json to Snowflake stage
[2026-03-19T09:33:31.278+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897064.json to Snowflake stage
[2026-03-19T09:33:31.448+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897074.json to Snowflake stage
[2026-03-19T09:33:31.593+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897084.json to Snowflake stage
[2026-03-19T09:33:31.777+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897094.json to Snowflake stage
[2026-03-19T09:33:31.913+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897104.json to Snowflake stage
[2026-03-19T09:33:32.157+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897114.json to Snowflake stage
[2026-03-19T09:33:32.294+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897124.json to Snowflake stage
[2026-03-19T09:33:33.005+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897134.json to Snowflake stage
[2026-03-19T09:33:33.147+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897144.json to Snowflake stage
[2026-03-19T09:33:33.269+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897154.json to Snowflake stage
[2026-03-19T09:33:33.477+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897164.json to Snowflake stage
[2026-03-19T09:33:33.663+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897174.json to Snowflake stage
[2026-03-19T09:33:33.826+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897185.json to Snowflake stage
[2026-03-19T09:33:34.021+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897195.json to Snowflake stage
[2026-03-19T09:33:34.078+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897205.json to Snowflake stage
[2026-03-19T09:33:34.257+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897215.json to Snowflake stage
[2026-03-19T09:33:34.417+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897225.json to Snowflake stage
[2026-03-19T09:33:34.543+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897235.json to Snowflake stage
[2026-03-19T09:33:34.691+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897245.json to Snowflake stage
[2026-03-19T09:33:34.897+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897255.json to Snowflake stage
[2026-03-19T09:33:35.080+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897265.json to Snowflake stage
[2026-03-19T09:33:35.210+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897275.json to Snowflake stage
[2026-03-19T09:33:35.332+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897285.json to Snowflake stage
[2026-03-19T09:33:35.592+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897295.json to Snowflake stage
[2026-03-19T09:33:35.723+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897305.json to Snowflake stage
[2026-03-19T09:33:35.884+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897315.json to Snowflake stage
[2026-03-19T09:33:36.488+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897325.json to Snowflake stage
[2026-03-19T09:33:36.639+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897336.json to Snowflake stage
[2026-03-19T09:33:36.831+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897346.json to Snowflake stage
[2026-03-19T09:33:36.957+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897356.json to Snowflake stage
[2026-03-19T09:33:37.109+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897366.json to Snowflake stage
[2026-03-19T09:33:37.255+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897376.json to Snowflake stage
[2026-03-19T09:33:37.586+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897386.json to Snowflake stage
[2026-03-19T09:33:37.745+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897396.json to Snowflake stage
[2026-03-19T09:33:37.867+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897406.json to Snowflake stage
[2026-03-19T09:33:38.011+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897416.json to Snowflake stage
[2026-03-19T09:33:39.097+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897426.json to Snowflake stage
[2026-03-19T09:33:39.256+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897436.json to Snowflake stage
[2026-03-19T09:33:39.404+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897446.json to Snowflake stage
[2026-03-19T09:33:39.574+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897456.json to Snowflake stage
[2026-03-19T09:33:39.747+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897466.json to Snowflake stage
[2026-03-19T09:33:39.920+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897476.json to Snowflake stage
[2026-03-19T09:33:40.805+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897486.json to Snowflake stage
[2026-03-19T09:33:40.920+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897497.json to Snowflake stage
[2026-03-19T09:33:41.111+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897507.json to Snowflake stage
[2026-03-19T09:33:41.294+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897517.json to Snowflake stage
[2026-03-19T09:33:41.452+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897527.json to Snowflake stage
[2026-03-19T09:33:41.566+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897537.json to Snowflake stage
[2026-03-19T09:33:41.718+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897548.json to Snowflake stage
[2026-03-19T09:33:41.885+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897558.json to Snowflake stage
[2026-03-19T09:33:42.051+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897568.json to Snowflake stage
[2026-03-19T09:33:42.208+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897578.json to Snowflake stage
[2026-03-19T09:33:42.360+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897588.json to Snowflake stage
[2026-03-19T09:33:42.529+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897598.json to Snowflake stage
[2026-03-19T09:33:42.745+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897608.json to Snowflake stage
[2026-03-19T09:33:42.907+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897619.json to Snowflake stage
[2026-03-19T09:33:43.071+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897628.json to Snowflake stage
[2026-03-19T09:33:43.219+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897639.json to Snowflake stage
[2026-03-19T09:33:43.345+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897649.json to Snowflake stage
[2026-03-19T09:33:43.504+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897659.json to Snowflake stage
[2026-03-19T09:33:43.655+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897669.json to Snowflake stage
[2026-03-19T09:33:43.808+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897679.json to Snowflake stage
[2026-03-19T09:33:43.967+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897689.json to Snowflake stage
[2026-03-19T09:33:44.213+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897699.json to Snowflake stage
[2026-03-19T09:33:44.363+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897709.json to Snowflake stage
[2026-03-19T09:33:44.488+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897719.json to Snowflake stage
[2026-03-19T09:33:44.647+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897730.json to Snowflake stage
[2026-03-19T09:33:44.813+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897740.json to Snowflake stage
[2026-03-19T09:33:44.993+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897750.json to Snowflake stage
[2026-03-19T09:33:45.128+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897760.json to Snowflake stage
[2026-03-19T09:33:45.289+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897770.json to Snowflake stage
[2026-03-19T09:33:45.421+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897780.json to Snowflake stage
[2026-03-19T09:33:45.556+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897790.json to Snowflake stage
[2026-03-19T09:33:45.717+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897800.json to Snowflake stage
[2026-03-19T09:33:45.893+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897810.json to Snowflake stage
[2026-03-19T09:33:46.019+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897821.json to Snowflake stage
[2026-03-19T09:33:46.149+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897831.json to Snowflake stage
[2026-03-19T09:33:46.311+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897841.json to Snowflake stage
[2026-03-19T09:33:46.540+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897852.json to Snowflake stage
[2026-03-19T09:33:46.708+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897863.json to Snowflake stage
[2026-03-19T09:33:46.849+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897884.json to Snowflake stage
[2026-03-19T09:33:46.970+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773897895.json to Snowflake stage
[2026-03-19T09:33:47.318+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903744.json to Snowflake stage
[2026-03-19T09:33:47.453+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903760.json to Snowflake stage
[2026-03-19T09:33:47.690+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903772.json to Snowflake stage
[2026-03-19T09:33:47.838+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903782.json to Snowflake stage
[2026-03-19T09:33:48.005+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903793.json to Snowflake stage
[2026-03-19T09:33:48.141+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903804.json to Snowflake stage
[2026-03-19T09:33:48.264+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903814.json to Snowflake stage
[2026-03-19T09:33:48.460+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903824.json to Snowflake stage
[2026-03-19T09:33:48.622+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903835.json to Snowflake stage
[2026-03-19T09:33:48.801+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903845.json to Snowflake stage
[2026-03-19T09:33:48.956+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903855.json to Snowflake stage
[2026-03-19T09:33:49.142+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903866.json to Snowflake stage
[2026-03-19T09:33:49.328+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903876.json to Snowflake stage
[2026-03-19T09:33:49.450+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903886.json to Snowflake stage
[2026-03-19T09:33:49.572+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903897.json to Snowflake stage
[2026-03-19T09:33:49.739+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903907.json to Snowflake stage
[2026-03-19T09:33:49.862+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903917.json to Snowflake stage
[2026-03-19T09:33:50.025+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903927.json to Snowflake stage
[2026-03-19T09:33:50.211+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903937.json to Snowflake stage
[2026-03-19T09:33:50.335+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903947.json to Snowflake stage
[2026-03-19T09:33:50.508+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903958.json to Snowflake stage
[2026-03-19T09:33:50.635+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903968.json to Snowflake stage
[2026-03-19T09:33:50.771+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903978.json to Snowflake stage
[2026-03-19T09:33:50.894+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903988.json to Snowflake stage
[2026-03-19T09:33:51.110+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773903999.json to Snowflake stage
[2026-03-19T09:33:51.232+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904009.json to Snowflake stage
[2026-03-19T09:33:51.412+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904019.json to Snowflake stage
[2026-03-19T09:33:51.561+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904029.json to Snowflake stage
[2026-03-19T09:33:51.769+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904039.json to Snowflake stage
[2026-03-19T09:33:51.904+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904049.json to Snowflake stage
[2026-03-19T09:33:52.063+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904059.json to Snowflake stage
[2026-03-19T09:33:52.191+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904069.json to Snowflake stage
[2026-03-19T09:33:52.390+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1773904079.json to Snowflake stage
